id,qwen_thinking,qwen_nonthinking,deepseek_message_texts,sol_o200k_message_proxy,qwen_exact_template_checked,deepseek_provider_template_verified,sol_provider_template_verified,api_template_note
dar_a0_r2__B__s3,1127,1129,979,960,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a0_r2__B__s4,1128,1130,978,959,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a0_r2__B__s5,1132,1134,979,960,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a08_r2__R__s1,1096,1098,972,948,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a08_r2__R__s2,1096,1098,972,948,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a08_r2__R__s3,1096,1098,971,947,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a08_r2__R__s4,1098,1100,972,948,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a08_r2__R__s5,1100,1102,972,948,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a08_r2__S__s1,1215,1217,1042,1022,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a08_r2__S__s2,1218,1220,1043,1023,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a08_r2__S__s3,1213,1215,1042,1022,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a08_r2__S__s4,1213,1215,1043,1023,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a08_r2__S__s5,1218,1220,1042,1022,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a08_r2__H-recent5__s1,1298,1300,1168,1146,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a08_r2__H-recent5__s2,1299,1301,1168,1146,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a08_r2__H-recent5__s3,1299,1301,1168,1146,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a08_r2__H-recent5__s4,1299,1301,1168,1146,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a08_r2__H-recent5__s5,1305,1307,1168,1146,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a08_r2__B__s1,1143,1145,979,960,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a08_r2__B__s2,1143,1145,979,960,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a08_r2__B__s3,1144,1146,979,960,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a08_r2__B__s4,1141,1143,979,960,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a08_r2__B__s5,1144,1146,979,960,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memoryless_r1__R__s1,1105,1107,972,948,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memoryless_r1__R__s2,1101,1103,971,947,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memoryless_r1__R__s3,1106,1108,973,949,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memoryless_r1__R__s4,1100,1102,971,947,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memoryless_r1__R__s5,1101,1103,971,947,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memoryless_r1__S__s1,1168,1170,1016,996,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memoryless_r1__S__s2,1174,1176,1018,998,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memoryless_r1__S__s3,1172,1174,1020,1000,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memoryless_r1__S__s4,1186,1188,1023,1003,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
ad_memoryless_r1__S__s5,1184,1186,1022,1002,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
