parent,arm,method,metric,value,valid_pairs,planned_pairs
snap_collegemsg,R,median,AE_Delta_2,0.4067784361902009,3,3
snap_mathoverflow,R,median,AE_Delta_2,0.2664028172310704,3,3
nr_digg_reply,R,median,AE_Delta_2,0.005084845282132582,3,3
sp_hospital,R,median,Delta_ProfileAE,0.45719929762949957,3,3
sp_highschool2013,R,median,Delta_ProfileAE,0.23745273289790308,3,3
copenhagen_bluetooth,R,median,Delta_ProfileAE,0.32414183327046403,3,3
sp_workplace,R,median,Delta_ProfileAE,0.2366050538137576,3,3
snap_email_eu,R,median,Delta_ProfileAE,0.14389317729083662,3,3
snap_collegemsg,R,median,Delta_ProfileAE,0.17654285301344125,3,3
snap_mathoverflow,R,median,Delta_ProfileAE,0.11456039279520816,3,3
nr_digg_reply,R,median,Delta_ProfileAE,0.0014532323410251893,3,3
sp_hospital,R,median,signed_delta_error_2,-0.3898156277436348,3,3
sp_highschool2013,R,median,signed_delta_error_2,-0.17772430388449645,3,3
copenhagen_bluetooth,R,median,signed_delta_error_2,-0.2678360367157048,3,3
sp_workplace,R,median,signed_delta_error_2,-0.3420683200748713,3,3
snap_email_eu,R,median,signed_delta_error_2,-0.18146165338645415,3,3
snap_collegemsg,R,median,signed_delta_error_2,-0.4067784361902009,3,3
snap_mathoverflow,R,median,signed_delta_error_2,-0.2664028172310704,3,3
nr_digg_reply,R,median,signed_delta_error_2,-0.005084845282132582,3,3
sp_hospital,R,median,sign_agreement_2,0.0,3,3
sp_highschool2013,R,median,sign_agreement_2,0.0,3,3
copenhagen_bluetooth,R,median,sign_agreement_2,0.0,3,3
sp_workplace,R,median,sign_agreement_2,0.0,3,3
snap_email_eu,R,median,sign_agreement_2,0.0,3,3
snap_collegemsg,R,median,sign_agreement_2,0.0,3,3
snap_mathoverflow,R,median,sign_agreement_2,0.0,3,3
nr_digg_reply,R,median,sign_agreement_2,0.0,3,3
sp_hospital,R,extratrees_pooled,AE_Delta_2,0.03022268877881107,3,3
sp_highschool2013,R,extratrees_pooled,AE_Delta_2,0.027560476635870985,3,3
copenhagen_bluetooth,R,extratrees_pooled,AE_Delta_2,0.08685287929934218,3,3
sp_workplace,R,extratrees_pooled,AE_Delta_2,0.03771132288420872,3,3
snap_email_eu,R,extratrees_pooled,AE_Delta_2,0.04130332172631194,3,3
snap_collegemsg,R,extratrees_pooled,AE_Delta_2,0.14230886175477328,3,3
snap_mathoverflow,R,extratrees_pooled,AE_Delta_2,0.06511511317062599,3,3
nr_digg_reply,R,extratrees_pooled,AE_Delta_2,0.0024146548798686454,3,3
sp_hospital,R,extratrees_pooled,Delta_ProfileAE,0.03572954636853592,3,3
sp_highschool2013,R,extratrees_pooled,Delta_ProfileAE,0.030879656221575656,3,3
copenhagen_bluetooth,R,extratrees_pooled,Delta_ProfileAE,0.06172146693852928,3,3
sp_workplace,R,extratrees_pooled,Delta_ProfileAE,0.06820382274041026,3,3
snap_email_eu,R,extratrees_pooled,Delta_ProfileAE,0.03989324122926973,3,3
snap_collegemsg,R,extratrees_pooled,Delta_ProfileAE,0.052500515243741074,3,3
snap_mathoverflow,R,extratrees_pooled,Delta_ProfileAE,0.027768080794517844,3,3
nr_digg_reply,R,extratrees_pooled,Delta_ProfileAE,0.0007065391236687527,3,3
sp_hospital,R,extratrees_pooled,signed_delta_error_2,0.03022268877881107,3,3
sp_highschool2013,R,extratrees_pooled,signed_delta_error_2,0.027560476635870985,3,3
copenhagen_bluetooth,R,extratrees_pooled,signed_delta_error_2,0.08685287929934218,3,3
sp_workplace,R,extratrees_pooled,signed_delta_error_2,-0.03771132288420872,3,3
snap_email_eu,R,extratrees_pooled,signed_delta_error_2,-0.04130332172631194,3,3
snap_collegemsg,R,extratrees_pooled,signed_delta_error_2,-0.14230886175477328,3,3
snap_mathoverflow,R,extratrees_pooled,signed_delta_error_2,-0.06511511317062599,3,3
nr_digg_reply,R,extratrees_pooled,signed_delta_error_2,-0.0024146548798686454,3,3
sp_hospital,R,extratrees_pooled,sign_agreement_2,1.0,3,3
sp_highschool2013,R,extratrees_pooled,sign_agreement_2,1.0,3,3
copenhagen_bluetooth,R,extratrees_pooled,sign_agreement_2,1.0,3,3
sp_workplace,R,extratrees_pooled,sign_agreement_2,1.0,3,3
snap_email_eu,R,extratrees_pooled,sign_agreement_2,1.0,3,3
snap_collegemsg,R,extratrees_pooled,sign_agreement_2,1.0,3,3
snap_mathoverflow,R,extratrees_pooled,sign_agreement_2,1.0,3,3
nr_digg_reply,R,extratrees_pooled,sign_agreement_2,1.0,3,3
sp_hospital,R,extratrees_real_only,AE_Delta_2,0.1978592665982014,3,3
sp_highschool2013,R,extratrees_real_only,AE_Delta_2,0.07183942324922926,3,3
copenhagen_bluetooth,R,extratrees_real_only,AE_Delta_2,0.16703424556457572,3,3
sp_workplace,R,extratrees_real_only,AE_Delta_2,0.16329789997103067,3,3
snap_email_eu,R,extratrees_real_only,AE_Delta_2,0.13021516297903685,3,3
snap_collegemsg,R,extratrees_real_only,AE_Delta_2,0.1150250402488893,3,3
snap_mathoverflow,R,extratrees_real_only,AE_Delta_2,0.04767485459113691,3,3
nr_digg_reply,R,extratrees_real_only,AE_Delta_2,0.005463316082228936,3,3
sp_hospital,R,extratrees_real_only,Delta_ProfileAE,0.26352251808628707,3,3
sp_highschool2013,R,extratrees_real_only,Delta_ProfileAE,0.09432985592776884,3,3
copenhagen_bluetooth,R,extratrees_real_only,Delta_ProfileAE,0.21742846822227568,3,3
sp_workplace,R,extratrees_real_only,Delta_ProfileAE,0.1319504179550034,3,3
snap_email_eu,R,extratrees_real_only,Delta_ProfileAE,0.0897770992155049,3,3
snap_collegemsg,R,extratrees_real_only,Delta_ProfileAE,0.04575450962377056,3,3
snap_mathoverflow,R,extratrees_real_only,Delta_ProfileAE,0.025026992561898942,3,3
nr_digg_reply,R,extratrees_real_only,Delta_ProfileAE,0.0018293950392371111,3,3
sp_hospital,R,extratrees_real_only,signed_delta_error_2,-0.1978592665982014,3,3
sp_highschool2013,R,extratrees_real_only,signed_delta_error_2,-0.07183942324922926,3,3
copenhagen_bluetooth,R,extratrees_real_only,signed_delta_error_2,-0.16703424556457572,3,3
sp_workplace,R,extratrees_real_only,signed_delta_error_2,-0.16329789997103067,3,3
snap_email_eu,R,extratrees_real_only,signed_delta_error_2,-0.13021516297903685,3,3
snap_collegemsg,R,extratrees_real_only,signed_delta_error_2,-0.1150250402488893,3,3
snap_mathoverflow,R,extratrees_real_only,signed_delta_error_2,-0.04767485459113691,3,3
nr_digg_reply,R,extratrees_real_only,signed_delta_error_2,0.005463316082228936,3,3
sp_hospital,R,extratrees_real_only,sign_agreement_2,1.0,3,3
sp_highschool2013,R,extratrees_real_only,sign_agreement_2,1.0,3,3
copenhagen_bluetooth,R,extratrees_real_only,sign_agreement_2,1.0,3,3
sp_workplace,R,extratrees_real_only,sign_agreement_2,1.0,3,3
snap_email_eu,R,extratrees_real_only,sign_agreement_2,1.0,3,3
snap_collegemsg,R,extratrees_real_only,sign_agreement_2,1.0,3,3
snap_mathoverflow,R,extratrees_real_only,sign_agreement_2,1.0,3,3
nr_digg_reply,R,extratrees_real_only,sign_agreement_2,1.0,3,3
sp_hospital,R,primary_corrector,AE_Delta_2,0.011695921423368338,3,3
sp_highschool2013,R,primary_corrector,AE_Delta_2,0.011403296204034982,3,3
copenhagen_bluetooth,R,primary_corrector,AE_Delta_2,0.007030292593468397,3,3
sp_workplace,R,primary_corrector,AE_Delta_2,0.020028256682244838,3,3
snap_email_eu,R,primary_corrector,AE_Delta_2,0.01684476794063061,3,3
snap_collegemsg,R,primary_corrector,AE_Delta_2,0.016205359726245205,3,3
snap_mathoverflow,R,primary_corrector,AE_Delta_2,0.008670788046046965,3,3
nr_digg_reply,R,primary_corrector,AE_Delta_2,0.0004580907496179616,3,3
sp_hospital,R,primary_corrector,Delta_ProfileAE,0.026323370979651636,3,3
sp_highschool2013,R,primary_corrector,Delta_ProfileAE,0.011377383449508519,3,3
copenhagen_bluetooth,R,primary_corrector,Delta_ProfileAE,0.009733624505864763,3,3
sp_workplace,R,primary_corrector,Delta_ProfileAE,0.013938523998282671,3,3
snap_email_eu,R,primary_corrector,Delta_ProfileAE,0.014488615761585971,3,3
snap_collegemsg,R,primary_corrector,Delta_ProfileAE,0.008729539728489649,3,3
snap_mathoverflow,R,primary_corrector,Delta_ProfileAE,0.004213893925577971,3,3
nr_digg_reply,R,primary_corrector,Delta_ProfileAE,0.000178201185469462,3,3
sp_hospital,R,primary_corrector,signed_delta_error_2,0.009726378840020533,3,3
sp_highschool2013,R,primary_corrector,signed_delta_error_2,0.011403296204034982,3,3
copenhagen_bluetooth,R,primary_corrector,signed_delta_error_2,0.007030292593468397,3,3
sp_workplace,R,primary_corrector,signed_delta_error_2,0.0017528249081927294,3,3
snap_email_eu,R,primary_corrector,signed_delta_error_2,-0.004224364620035763,3,3
snap_collegemsg,R,primary_corrector,signed_delta_error_2,0.016205359726245205,3,3
snap_mathoverflow,R,primary_corrector,signed_delta_error_2,0.00021206384232186348,3,3
nr_digg_reply,R,primary_corrector,signed_delta_error_2,-8.623315996909506e-05,3,3
sp_hospital,R,primary_corrector,sign_agreement_2,1.0,3,3
sp_highschool2013,R,primary_corrector,sign_agreement_2,1.0,3,3
copenhagen_bluetooth,R,primary_corrector,sign_agreement_2,1.0,3,3
sp_workplace,R,primary_corrector,sign_agreement_2,1.0,3,3
snap_email_eu,R,primary_corrector,sign_agreement_2,1.0,3,3
snap_collegemsg,R,primary_corrector,sign_agreement_2,1.0,3,3
snap_mathoverflow,R,primary_corrector,sign_agreement_2,1.0,3,3
nr_digg_reply,R,primary_corrector,sign_agreement_2,1.0,3,3
sp_hospital,R,qwen_nonthinking,AE_Delta_2,0.3882378499658571,9,9
sp_highschool2013,R,qwen_nonthinking,AE_Delta_2,0.19314652610671867,9,9
copenhagen_bluetooth,R,qwen_nonthinking,AE_Delta_2,0.2529471478268159,9,9
sp_workplace,R,qwen_nonthinking,AE_Delta_2,0.274334986741538,9,9
snap_email_eu,R,qwen_nonthinking,AE_Delta_2,0.1830172089420097,9,9
snap_collegemsg,R,qwen_nonthinking,AE_Delta_2,0.18837058984117805,9,9
snap_mathoverflow,R,qwen_nonthinking,AE_Delta_2,0.2964028172310704,9,9
nr_digg_reply,R,qwen_nonthinking,AE_Delta_2,0.22745387169801473,9,9
sp_hospital,R,qwen_nonthinking,Delta_ProfileAE,0.45343618671349134,9,9
sp_highschool2013,R,qwen_nonthinking,Delta_ProfileAE,0.2894749551201253,9,9
copenhagen_bluetooth,R,qwen_nonthinking,Delta_ProfileAE,0.3349552750883664,9,9
sp_workplace,R,qwen_nonthinking,Delta_ProfileAE,0.2770188374148599,9,9
snap_email_eu,R,qwen_nonthinking,Delta_ProfileAE,0.17111202412571933,9,9
snap_collegemsg,R,qwen_nonthinking,Delta_ProfileAE,0.19707198374845433,9,9
snap_mathoverflow,R,qwen_nonthinking,Delta_ProfileAE,0.22251315423016138,9,9
nr_digg_reply,R,qwen_nonthinking,Delta_ProfileAE,0.10994168313989522,9,9
sp_hospital,R,qwen_nonthinking,signed_delta_error_2,-0.3882378499658571,9,9
sp_highschool2013,R,qwen_nonthinking,signed_delta_error_2,-0.19314652610671867,9,9
copenhagen_bluetooth,R,qwen_nonthinking,signed_delta_error_2,-0.2529471478268159,9,9
sp_workplace,R,qwen_nonthinking,signed_delta_error_2,-0.274334986741538,9,9
snap_email_eu,R,qwen_nonthinking,signed_delta_error_2,-0.1830172089420097,9,9
snap_collegemsg,R,qwen_nonthinking,signed_delta_error_2,-0.06133399174575644,9,9
snap_mathoverflow,R,qwen_nonthinking,signed_delta_error_2,-0.2964028172310704,9,9
nr_digg_reply,R,qwen_nonthinking,signed_delta_error_2,0.0678040436067563,9,9
sp_hospital,R,qwen_nonthinking,sign_agreement_2,0.4444444444444444,9,9
sp_highschool2013,R,qwen_nonthinking,sign_agreement_2,0.4444444444444444,9,9
copenhagen_bluetooth,R,qwen_nonthinking,sign_agreement_2,0.7777777777777778,9,9
sp_workplace,R,qwen_nonthinking,sign_agreement_2,0.5555555555555556,9,9
snap_email_eu,R,qwen_nonthinking,sign_agreement_2,0.5555555555555556,9,9
snap_collegemsg,R,qwen_nonthinking,sign_agreement_2,1.0,9,9
snap_mathoverflow,R,qwen_nonthinking,sign_agreement_2,0.4444444444444444,9,9
nr_digg_reply,R,qwen_nonthinking,sign_agreement_2,0.4444444444444444,9,9
sp_hospital,R,qwen_thinking,AE_Delta_2,0.01272174297434395,9,9
sp_highschool2013,R,qwen_thinking,AE_Delta_2,0.00901219303217022,8,9
copenhagen_bluetooth,R,qwen_thinking,AE_Delta_2,0.007303632843340729,9,9
sp_workplace,R,qwen_thinking,AE_Delta_2,0.02003145561658882,9,9
snap_email_eu,R,qwen_thinking,AE_Delta_2,0.01684474684895972,9,9
snap_collegemsg,R,qwen_thinking,AE_Delta_2,0.016213863332021333,9,9
snap_mathoverflow,R,qwen_thinking,AE_Delta_2,0.008659383145198755,9,9
nr_digg_reply,R,qwen_thinking,AE_Delta_2,0.0004450553726224723,9,9
sp_hospital,R,qwen_thinking,Delta_ProfileAE,0.0356786064620525,9,9
sp_highschool2013,R,qwen_thinking,Delta_ProfileAE,0.011609171248731169,8,9
copenhagen_bluetooth,R,qwen_thinking,Delta_ProfileAE,0.01098980419359955,9,9
sp_workplace,R,qwen_thinking,Delta_ProfileAE,0.013942200453371344,9,9
snap_email_eu,R,qwen_thinking,Delta_ProfileAE,0.015071896769499778,9,9
snap_collegemsg,R,qwen_thinking,Delta_ProfileAE,0.008711936558066359,9,9
snap_mathoverflow,R,qwen_thinking,Delta_ProfileAE,0.004213550748672775,9,9
nr_digg_reply,R,qwen_thinking,Delta_ProfileAE,0.0001677695989680581,9,9
sp_hospital,R,qwen_thinking,signed_delta_error_2,0.010722880034142993,9,9
sp_highschool2013,R,qwen_thinking,signed_delta_error_2,0.00901219303217022,8,9
copenhagen_bluetooth,R,qwen_thinking,signed_delta_error_2,0.00554606912873966,9,9
sp_workplace,R,qwen_thinking,signed_delta_error_2,0.0017559625444523595,9,9
snap_email_eu,R,qwen_thinking,signed_delta_error_2,-0.004224284697565232,9,9
snap_collegemsg,R,qwen_thinking,signed_delta_error_2,0.016213863332021333,9,9
snap_mathoverflow,R,qwen_thinking,signed_delta_error_2,0.00019308943559626709,9,9
nr_digg_reply,R,qwen_thinking,signed_delta_error_2,-9.916370435480423e-05,9,9
sp_hospital,R,qwen_thinking,sign_agreement_2,1.0,9,9
sp_highschool2013,R,qwen_thinking,sign_agreement_2,1.0,8,9
copenhagen_bluetooth,R,qwen_thinking,sign_agreement_2,1.0,9,9
sp_workplace,R,qwen_thinking,sign_agreement_2,1.0,9,9
snap_email_eu,R,qwen_thinking,sign_agreement_2,1.0,9,9
snap_collegemsg,R,qwen_thinking,sign_agreement_2,1.0,9,9
snap_mathoverflow,R,qwen_thinking,sign_agreement_2,1.0,9,9
nr_digg_reply,R,qwen_thinking,sign_agreement_2,1.0,9,9
sp_hospital,S1,plugin,AE_Delta_2,0.048884406110415425,3,3
sp_highschool2013,S1,plugin,AE_Delta_2,0.01953293609632913,3,3
copenhagen_bluetooth,S1,plugin,AE_Delta_2,0.018171253253554138,3,3
sp_workplace,S1,plugin,AE_Delta_2,0.020247780479278183,3,3
snap_email_eu,S1,plugin,AE_Delta_2,0.010662026960837697,3,3
snap_collegemsg,S1,plugin,AE_Delta_2,0.03558649470677955,3,3
snap_mathoverflow,S1,plugin,AE_Delta_2,0.014601212925477688,3,3
nr_digg_reply,S1,plugin,AE_Delta_2,0.004255311144347221,3,3
sp_hospital,S1,plugin,Delta_ProfileAE,0.04207342775436686,3,3
sp_highschool2013,S1,plugin,Delta_ProfileAE,0.01685438123798244,3,3
copenhagen_bluetooth,S1,plugin,Delta_ProfileAE,0.01234994732298835,3,3
sp_workplace,S1,plugin,Delta_ProfileAE,0.017047625269935234,3,3
snap_email_eu,S1,plugin,Delta_ProfileAE,0.010256442369980006,3,3
snap_collegemsg,S1,plugin,Delta_ProfileAE,0.032100256470963005,3,3
snap_mathoverflow,S1,plugin,Delta_ProfileAE,0.06999758334688184,3,3
nr_digg_reply,S1,plugin,Delta_ProfileAE,0.0014460224808874162,3,3
sp_hospital,S1,plugin,signed_delta_error_2,-0.048884406110415425,3,3
sp_highschool2013,S1,plugin,signed_delta_error_2,-0.003001026695332809,3,3
copenhagen_bluetooth,S1,plugin,signed_delta_error_2,-0.018171253253554138,3,3
sp_workplace,S1,plugin,signed_delta_error_2,-0.011566238495086126,3,3
snap_email_eu,S1,plugin,signed_delta_error_2,-0.0008664619062955051,3,3
snap_collegemsg,S1,plugin,signed_delta_error_2,0.03558649470677955,3,3
snap_mathoverflow,S1,plugin,signed_delta_error_2,-0.014601212925477688,3,3
nr_digg_reply,S1,plugin,signed_delta_error_2,0.004255311144347221,3,3
sp_hospital,S1,plugin,sign_agreement_2,1.0,3,3
sp_highschool2013,S1,plugin,sign_agreement_2,1.0,3,3
copenhagen_bluetooth,S1,plugin,sign_agreement_2,1.0,3,3
sp_workplace,S1,plugin,sign_agreement_2,1.0,3,3
snap_email_eu,S1,plugin,sign_agreement_2,1.0,3,3
snap_collegemsg,S1,plugin,sign_agreement_2,1.0,3,3
snap_mathoverflow,S1,plugin,sign_agreement_2,1.0,3,3
nr_digg_reply,S1,plugin,sign_agreement_2,1.0,3,3
sp_hospital,S1,median,AE_Delta_2,0.3898156277436348,3,3
sp_highschool2013,S1,median,AE_Delta_2,0.17772430388449645,3,3
copenhagen_bluetooth,S1,median,AE_Delta_2,0.2678360367157048,3,3
sp_workplace,S1,median,AE_Delta_2,0.3420683200748713,3,3
snap_email_eu,S1,median,AE_Delta_2,0.18146165338645415,3,3
snap_collegemsg,S1,median,AE_Delta_2,0.4067784361902009,3,3
snap_mathoverflow,S1,median,AE_Delta_2,0.2664028172310704,3,3
nr_digg_reply,S1,median,AE_Delta_2,0.005084845282132582,3,3
sp_hospital,S1,median,Delta_ProfileAE,0.45719929762949957,3,3
sp_highschool2013,S1,median,Delta_ProfileAE,0.23745273289790308,3,3
copenhagen_bluetooth,S1,median,Delta_ProfileAE,0.32414183327046403,3,3
sp_workplace,S1,median,Delta_ProfileAE,0.2366050538137576,3,3
snap_email_eu,S1,median,Delta_ProfileAE,0.14389317729083662,3,3
snap_collegemsg,S1,median,Delta_ProfileAE,0.17654285301344125,3,3
snap_mathoverflow,S1,median,Delta_ProfileAE,0.11456039279520816,3,3
nr_digg_reply,S1,median,Delta_ProfileAE,0.0014532323410251893,3,3
sp_hospital,S1,median,signed_delta_error_2,-0.3898156277436348,3,3
sp_highschool2013,S1,median,signed_delta_error_2,-0.17772430388449645,3,3
copenhagen_bluetooth,S1,median,signed_delta_error_2,-0.2678360367157048,3,3
sp_workplace,S1,median,signed_delta_error_2,-0.3420683200748713,3,3
snap_email_eu,S1,median,signed_delta_error_2,-0.18146165338645415,3,3
snap_collegemsg,S1,median,signed_delta_error_2,-0.4067784361902009,3,3
snap_mathoverflow,S1,median,signed_delta_error_2,-0.2664028172310704,3,3
nr_digg_reply,S1,median,signed_delta_error_2,-0.005084845282132582,3,3
sp_hospital,S1,median,sign_agreement_2,0.0,3,3
sp_highschool2013,S1,median,sign_agreement_2,0.0,3,3
copenhagen_bluetooth,S1,median,sign_agreement_2,0.0,3,3
sp_workplace,S1,median,sign_agreement_2,0.0,3,3
snap_email_eu,S1,median,sign_agreement_2,0.0,3,3
snap_collegemsg,S1,median,sign_agreement_2,0.0,3,3
snap_mathoverflow,S1,median,sign_agreement_2,0.0,3,3
nr_digg_reply,S1,median,sign_agreement_2,0.0,3,3
sp_hospital,S1,extratrees_pooled,AE_Delta_2,0.0714999827534138,3,3
sp_highschool2013,S1,extratrees_pooled,AE_Delta_2,0.014743417113079693,3,3
copenhagen_bluetooth,S1,extratrees_pooled,AE_Delta_2,0.0957871133463097,3,3
sp_workplace,S1,extratrees_pooled,AE_Delta_2,0.03293915399669978,3,3
snap_email_eu,S1,extratrees_pooled,AE_Delta_2,0.04783077876582109,3,3
snap_collegemsg,S1,extratrees_pooled,AE_Delta_2,0.03399288742787807,3,3
snap_mathoverflow,S1,extratrees_pooled,AE_Delta_2,0.1033858796311079,3,3
nr_digg_reply,S1,extratrees_pooled,AE_Delta_2,0.006733797846827146,3,3
sp_hospital,S1,extratrees_pooled,Delta_ProfileAE,0.06577262765062694,3,3
sp_highschool2013,S1,extratrees_pooled,Delta_ProfileAE,0.031172968468101445,3,3
copenhagen_bluetooth,S1,extratrees_pooled,Delta_ProfileAE,0.0598108734266999,3,3
sp_workplace,S1,extratrees_pooled,Delta_ProfileAE,0.06328487182914505,3,3
snap_email_eu,S1,extratrees_pooled,Delta_ProfileAE,0.04149369487091961,3,3
snap_collegemsg,S1,extratrees_pooled,Delta_ProfileAE,0.038350097905229384,3,3
snap_mathoverflow,S1,extratrees_pooled,Delta_ProfileAE,0.0598026683602364,3,3
nr_digg_reply,S1,extratrees_pooled,Delta_ProfileAE,0.0018913659582531792,3,3
sp_hospital,S1,extratrees_pooled,signed_delta_error_2,-0.0714999827534138,3,3
sp_highschool2013,S1,extratrees_pooled,signed_delta_error_2,0.012561315943570276,3,3
copenhagen_bluetooth,S1,extratrees_pooled,signed_delta_error_2,0.0957871133463097,3,3
sp_workplace,S1,extratrees_pooled,signed_delta_error_2,-0.025096361979725645,3,3
snap_email_eu,S1,extratrees_pooled,signed_delta_error_2,-0.04783077876582109,3,3
snap_collegemsg,S1,extratrees_pooled,signed_delta_error_2,-0.03399288742787807,3,3
snap_mathoverflow,S1,extratrees_pooled,signed_delta_error_2,-0.1033858796311079,3,3
nr_digg_reply,S1,extratrees_pooled,signed_delta_error_2,-0.006733797846827146,3,3
sp_hospital,S1,extratrees_pooled,sign_agreement_2,1.0,3,3
sp_highschool2013,S1,extratrees_pooled,sign_agreement_2,1.0,3,3
copenhagen_bluetooth,S1,extratrees_pooled,sign_agreement_2,1.0,3,3
sp_workplace,S1,extratrees_pooled,sign_agreement_2,1.0,3,3
snap_email_eu,S1,extratrees_pooled,sign_agreement_2,1.0,3,3
snap_collegemsg,S1,extratrees_pooled,sign_agreement_2,1.0,3,3
snap_mathoverflow,S1,extratrees_pooled,sign_agreement_2,1.0,3,3
nr_digg_reply,S1,extratrees_pooled,sign_agreement_2,0.0,3,3
sp_hospital,S1,extratrees_real_only,AE_Delta_2,0.310174788542976,3,3
sp_highschool2013,S1,extratrees_real_only,AE_Delta_2,0.08438776085074391,3,3
copenhagen_bluetooth,S1,extratrees_real_only,AE_Delta_2,0.18413216473890467,3,3
sp_workplace,S1,extratrees_real_only,AE_Delta_2,0.17101203408670793,3,3
snap_email_eu,S1,extratrees_real_only,AE_Delta_2,0.14531640596643428,3,3
snap_collegemsg,S1,extratrees_real_only,AE_Delta_2,0.15130322239745683,3,3
snap_mathoverflow,S1,extratrees_real_only,AE_Delta_2,0.1315424524522938,3,3
nr_digg_reply,S1,extratrees_real_only,AE_Delta_2,0.004897216917103101,3,3
sp_hospital,S1,extratrees_real_only,Delta_ProfileAE,0.34028196119614956,3,3
sp_highschool2013,S1,extratrees_real_only,Delta_ProfileAE,0.11222532588159126,3,3
copenhagen_bluetooth,S1,extratrees_real_only,Delta_ProfileAE,0.23598732171706002,3,3
sp_workplace,S1,extratrees_real_only,Delta_ProfileAE,0.13598712905762728,3,3
snap_email_eu,S1,extratrees_real_only,Delta_ProfileAE,0.0994192683949103,3,3
snap_collegemsg,S1,extratrees_real_only,Delta_ProfileAE,0.05934607154970825,3,3
snap_mathoverflow,S1,extratrees_real_only,Delta_ProfileAE,0.05357959780493874,3,3
nr_digg_reply,S1,extratrees_real_only,Delta_ProfileAE,0.001706220750742493,3,3
sp_hospital,S1,extratrees_real_only,signed_delta_error_2,-0.310174788542976,3,3
sp_highschool2013,S1,extratrees_real_only,signed_delta_error_2,-0.08438776085074391,3,3
copenhagen_bluetooth,S1,extratrees_real_only,signed_delta_error_2,-0.18413216473890467,3,3
sp_workplace,S1,extratrees_real_only,signed_delta_error_2,-0.17101203408670793,3,3
snap_email_eu,S1,extratrees_real_only,signed_delta_error_2,-0.14531640596643428,3,3
snap_collegemsg,S1,extratrees_real_only,signed_delta_error_2,-0.15130322239745683,3,3
snap_mathoverflow,S1,extratrees_real_only,signed_delta_error_2,-0.1315424524522938,3,3
nr_digg_reply,S1,extratrees_real_only,signed_delta_error_2,0.004897216917103101,3,3
sp_hospital,S1,extratrees_real_only,sign_agreement_2,1.0,3,3
sp_highschool2013,S1,extratrees_real_only,sign_agreement_2,1.0,3,3
copenhagen_bluetooth,S1,extratrees_real_only,sign_agreement_2,1.0,3,3
sp_workplace,S1,extratrees_real_only,sign_agreement_2,1.0,3,3
snap_email_eu,S1,extratrees_real_only,sign_agreement_2,1.0,3,3
snap_collegemsg,S1,extratrees_real_only,sign_agreement_2,1.0,3,3
snap_mathoverflow,S1,extratrees_real_only,sign_agreement_2,1.0,3,3
