id,qwen_thinking,qwen_nonthinking,deepseek_message_texts,sol_o200k_message_proxy,qwen_exact_template_checked,deepseek_provider_template_verified,sol_provider_template_verified,api_template_note
sp_highschool2013__H-recent5-c10__s2,1334,1336,1168,1146,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
sp_highschool2013__H-recent5-c10__s3,1331,1333,1168,1146,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
sp_highschool2013__H-recent5-c10__s4,1332,1334,1168,1146,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
sp_highschool2013__H-recent5-c10__s5,1327,1329,1168,1146,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
sp_highschool2013__B-c10__s1,1154,1156,979,960,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
sp_highschool2013__B-c10__s2,1155,1157,979,960,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
sp_highschool2013__B-c10__s3,1153,1155,979,960,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
sp_highschool2013__B-c10__s4,1150,1152,979,960,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
sp_highschool2013__B-c10__s5,1155,1157,979,960,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
snap_collegemsg__R-c10__s1,1119,1121,978,954,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
snap_collegemsg__R-c10__s2,1120,1122,977,953,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
snap_collegemsg__R-c10__s3,1118,1120,977,953,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
snap_collegemsg__R-c10__s4,1113,1115,978,954,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
snap_collegemsg__R-c10__s5,1119,1121,976,952,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
snap_collegemsg__S-c10__s1,1272,1274,1050,1030,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
snap_collegemsg__S-c10__s2,1273,1275,1050,1030,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
snap_collegemsg__S-c10__s3,1275,1277,1050,1030,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
snap_collegemsg__S-c10__s4,1270,1272,1049,1029,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
snap_collegemsg__S-c10__s5,1268,1270,1049,1029,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
snap_collegemsg__H-recent5-c10__s1,1316,1318,1174,1152,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
snap_collegemsg__H-recent5-c10__s2,1313,1315,1173,1151,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
snap_collegemsg__H-recent5-c10__s3,1309,1311,1173,1151,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
snap_collegemsg__H-recent5-c10__s4,1312,1314,1173,1151,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
snap_collegemsg__H-recent5-c10__s5,1309,1311,1173,1151,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
snap_collegemsg__B-c10__s1,1121,1123,981,962,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
snap_collegemsg__B-c10__s2,1119,1121,981,962,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
snap_collegemsg__B-c10__s3,1121,1123,982,963,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
snap_collegemsg__B-c10__s4,1121,1123,981,962,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
snap_collegemsg__B-c10__s5,1120,1122,981,962,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
snap_email_eu__R-c10__s1,1153,1155,982,958,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
snap_email_eu__R-c10__s2,1161,1163,980,956,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
snap_email_eu__R-c10__s3,1154,1156,980,956,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
snap_email_eu__R-c10__s4,1158,1160,982,958,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
snap_email_eu__R-c10__s5,1155,1157,982,958,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
snap_email_eu__S-c10__s1,1274,1276,1054,1034,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
snap_email_eu__S-c10__s2,1275,1277,1052,1032,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
snap_email_eu__S-c10__s3,1275,1277,1052,1032,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
snap_email_eu__S-c10__s4,1278,1280,1054,1034,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
snap_email_eu__S-c10__s5,1279,1281,1056,1036,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
snap_email_eu__H-recent5-c10__s1,1359,1361,1176,1154,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
snap_email_eu__H-recent5-c10__s2,1360,1362,1177,1155,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
snap_email_eu__H-recent5-c10__s3,1360,1362,1177,1155,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
snap_email_eu__H-recent5-c10__s4,1360,1362,1177,1155,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
snap_email_eu__H-recent5-c10__s5,1358,1360,1177,1155,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
snap_email_eu__B-c10__s1,1158,1160,983,964,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
snap_email_eu__B-c10__s2,1152,1154,983,964,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
snap_email_eu__B-c10__s3,1152,1154,983,964,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
snap_email_eu__B-c10__s4,1158,1160,983,964,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
snap_email_eu__B-c10__s5,1156,1158,983,964,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
snap_mathoverflow__R-c10__s1,1198,1200,993,969,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
snap_mathoverflow__R-c10__s2,1186,1188,992,968,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
snap_mathoverflow__R-c10__s3,1195,1197,993,969,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
snap_mathoverflow__R-c10__s4,1191,1193,993,969,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
snap_mathoverflow__R-c10__s5,1194,1196,991,967,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
snap_mathoverflow__S-c10__s1,1347,1349,1069,1049,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
snap_mathoverflow__S-c10__s2,1350,1352,1068,1048,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
snap_mathoverflow__S-c10__s3,1351,1353,1069,1049,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
snap_mathoverflow__S-c10__s4,1351,1353,1068,1048,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
snap_mathoverflow__S-c10__s5,1352,1354,1070,1050,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
snap_mathoverflow__H-recent5-c10__s1,1392,1394,1187,1165,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
snap_mathoverflow__H-recent5-c10__s2,1395,1397,1187,1165,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
snap_mathoverflow__H-recent5-c10__s3,1395,1397,1187,1165,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
snap_mathoverflow__H-recent5-c10__s4,1392,1394,1187,1165,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
snap_mathoverflow__H-recent5-c10__s5,1398,1400,1187,1165,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
snap_mathoverflow__B-c10__s1,1182,1184,996,977,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
snap_mathoverflow__B-c10__s2,1180,1182,996,977,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
snap_mathoverflow__B-c10__s3,1177,1179,996,977,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
snap_mathoverflow__B-c10__s4,1180,1182,996,977,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
snap_mathoverflow__B-c10__s5,1179,1181,996,977,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
copenhagen_bluetooth__R-c10__s1,1243,1245,1011,987,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
copenhagen_bluetooth__R-c10__s2,1241,1243,1010,986,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
copenhagen_bluetooth__R-c10__s3,1241,1243,1010,986,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
copenhagen_bluetooth__R-c10__s4,1243,1245,1010,986,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
copenhagen_bluetooth__R-c10__s5,1244,1246,1011,987,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
copenhagen_bluetooth__S-c10__s1,1365,1367,1077,1057,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
copenhagen_bluetooth__S-c10__s2,1366,1368,1079,1059,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
copenhagen_bluetooth__S-c10__s3,1367,1369,1078,1058,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
copenhagen_bluetooth__S-c10__s4,1365,1367,1076,1056,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
copenhagen_bluetooth__S-c10__s5,1367,1369,1076,1056,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
copenhagen_bluetooth__H-recent5-c10__s1,1427,1429,1189,1167,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
copenhagen_bluetooth__H-recent5-c10__s2,1421,1423,1189,1167,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
copenhagen_bluetooth__H-recent5-c10__s3,1424,1426,1189,1167,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
copenhagen_bluetooth__H-recent5-c10__s4,1425,1427,1189,1167,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
copenhagen_bluetooth__H-recent5-c10__s5,1423,1425,1188,1166,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
copenhagen_bluetooth__B-c10__s1,1229,1231,997,978,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
copenhagen_bluetooth__B-c10__s2,1230,1232,997,978,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
copenhagen_bluetooth__B-c10__s3,1228,1230,997,978,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
copenhagen_bluetooth__B-c10__s4,1230,1232,997,978,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
copenhagen_bluetooth__B-c10__s5,1230,1232,997,978,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a0_r1__R-c10__s1,1111,1113,971,947,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a0_r1__R-c10__s2,1113,1115,971,947,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a0_r1__R-c10__s3,1117,1119,972,948,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a0_r1__R-c10__s4,1113,1115,972,948,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a0_r1__R-c10__s5,1110,1112,971,947,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a0_r1__S-c10__s1,1229,1231,1035,1015,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a0_r1__S-c10__s2,1222,1224,1034,1014,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a0_r1__S-c10__s3,1225,1227,1034,1014,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a0_r1__S-c10__s4,1241,1243,1041,1021,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a0_r1__S-c10__s5,1244,1246,1041,1021,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a0_r1__H-recent5-c10__s1,1306,1308,1167,1145,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a0_r1__H-recent5-c10__s2,1304,1306,1167,1145,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a0_r1__H-recent5-c10__s3,1304,1306,1167,1145,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a0_r1__H-recent5-c10__s4,1305,1307,1167,1145,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a0_r1__H-recent5-c10__s5,1308,1310,1168,1146,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a0_r1__B-c10__s1,1113,1115,978,959,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a0_r1__B-c10__s2,1116,1118,978,959,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a0_r1__B-c10__s3,1108,1110,978,959,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a0_r1__B-c10__s4,1111,1113,978,959,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a0_r1__B-c10__s5,1106,1108,978,959,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a08_r1__R-c10__s1,1096,1098,972,948,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a08_r1__R-c10__s2,1095,1097,971,947,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a08_r1__R-c10__s3,1101,1103,972,948,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a08_r1__R-c10__s4,1097,1099,972,948,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a08_r1__R-c10__s5,1099,1101,972,948,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a08_r1__S-c10__s1,1217,1219,1043,1023,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a08_r1__S-c10__s2,1217,1219,1042,1022,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a08_r1__S-c10__s3,1217,1219,1043,1023,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a08_r1__S-c10__s4,1216,1218,1042,1022,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a08_r1__S-c10__s5,1216,1218,1042,1022,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a08_r1__H-recent5-c10__s1,1293,1295,1167,1145,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a08_r1__H-recent5-c10__s2,1296,1298,1167,1145,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a08_r1__H-recent5-c10__s3,1297,1299,1167,1145,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a08_r1__H-recent5-c10__s4,1298,1300,1167,1145,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a08_r1__H-recent5-c10__s5,1296,1298,1167,1145,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a08_r1__B-c10__s1,1116,1118,978,959,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a08_r1__B-c10__s2,1113,1115,978,959,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a08_r1__B-c10__s3,1115,1117,978,959,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a08_r1__B-c10__s4,1115,1117,978,959,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a08_r1__B-c10__s5,1114,1116,978,959,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a0_r2__R-c10__s1,1116,1118,972,948,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a0_r2__R-c10__s2,1114,1116,971,947,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a0_r2__R-c10__s3,1110,1112,971,947,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a0_r2__R-c10__s4,1113,1115,971,947,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a0_r2__R-c10__s5,1111,1113,971,947,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a0_r2__S-c10__s1,1223,1225,1033,1013,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a0_r2__S-c10__s2,1221,1223,1033,1013,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a0_r2__S-c10__s3,1225,1227,1033,1013,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a0_r2__S-c10__s4,1224,1226,1034,1014,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a0_r2__S-c10__s5,1224,1226,1034,1014,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a0_r2__H-recent5-c10__s1,1302,1304,1167,1145,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a0_r2__H-recent5-c10__s2,1301,1303,1167,1145,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a0_r2__H-recent5-c10__s3,1305,1307,1167,1145,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a0_r2__H-recent5-c10__s4,1300,1302,1167,1145,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a0_r2__H-recent5-c10__s5,1305,1307,1167,1145,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a0_r2__B-c10__s1,1113,1115,978,959,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a0_r2__B-c10__s2,1115,1117,978,959,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a0_r2__B-c10__s3,1108,1110,978,959,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a0_r2__B-c10__s4,1111,1113,978,959,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a0_r2__B-c10__s5,1113,1115,978,959,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a08_r2__R-c10__s1,1099,1101,972,948,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a08_r2__R-c10__s2,1097,1099,972,948,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a08_r2__R-c10__s3,1095,1097,972,948,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a08_r2__R-c10__s4,1100,1102,972,948,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a08_r2__R-c10__s5,1098,1100,971,947,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a08_r2__S-c10__s1,1211,1213,1039,1019,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a08_r2__S-c10__s2,1215,1217,1043,1023,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a08_r2__S-c10__s3,1219,1221,1042,1022,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a08_r2__S-c10__s4,1218,1220,1041,1021,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a08_r2__S-c10__s5,1205,1207,1038,1018,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a08_r2__H-recent5-c10__s1,1296,1298,1167,1145,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a08_r2__H-recent5-c10__s2,1297,1299,1167,1145,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a08_r2__H-recent5-c10__s3,1295,1297,1167,1145,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a08_r2__H-recent5-c10__s4,1295,1297,1167,1145,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a08_r2__H-recent5-c10__s5,1301,1303,1167,1145,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a08_r2__B-c10__s1,1111,1113,978,959,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
dar_a08_r2__B-c10__s2,1116,1118,978,959,True,False,False,DeepSeek message text count; Sol tokenizer proxy. Provider framing requires later technical release.
